n path1 path2 path3
67 4.73531743955 4.69579824859 5.77347325422
68 4.68371457662 4.71032654322 5.72305290246
69 4.63279906012 4.70572114682 5.65079465717
70 4.61079041204 4.69625153517 5.68830898028
71 4.65992466553 4.94255162969 5.70263172795
72 4.6292222076 5.03086924786 5.73900601795
73 4.63889664589 4.96411873699 5.67710059608
74 4.65337316449 4.9027489469 5.68790400059
75 4.62069728906 5.04433127523 5.62122646189
76 4.58864971184 4.98566101566 5.70514947432
77 4.53612150137 4.94578953633 5.66463801106
78 4.47822297308 5.07128184741 5.61924104999
79 4.61079690989 5.0884492155 5.57302073246
80 4.62504281421 5.03522358004 5.57007965321
81 4.7422605217 4.97353269152 5.56623540096
82 4.69800646366 4.93272362531 5.59944122832
83 4.77099533057 4.89611640757 5.60637492663
84 4.79653407054 4.90104595879 5.57294590082
85 4.76649708224 4.92547940617 5.58227046205
86 4.90305673048 4.88147883952 5.57639518546
87 4.9146088539 4.83993057156 5.55639360351
88 4.89528581647 4.80927943009 5.68586370583
89 4.89408707912 4.85111314546 5.63111034479
90 5.03273399873 4.87775897664 5.60847553985
91 4.98322457315 4.82438269969 5.55126061615
92 4.94661578699 4.84552445259 5.50389489148
93 4.8986813031 5.04496467132 5.47015669303
94 4.93788918627 5.07751326573 5.41680957217
95 4.90531165584 5.11530148042 5.36051443161
96 4.90126657045 5.09199725641 5.43056764522
97 4.91310254574 5.08665355534 5.39403603529
98 5.03600827789 5.07862725064 5.38265124484
99 5.06113981229 5.02980715491 5.43750167599
100 5.04002150621 4.98777894249 5.45624489124
101 4.99058204624 4.94838352361 5.43405397095
102 4.9979310889 4.95131807159 5.44656713404
103 5.08708405674 4.97176919842 5.39883585759
104 5.07215920189 4.97850191906 5.46663277628
105 5.12131035217 5.1415596415 5.42379715769
106 5.08453237121 5.11226781502 5.4992462041
107 5.04823634029 5.06564245174 5.50335704932
108 5.13083182613 5.02020674943 5.48354475399
109 5.08920770628 4.98058284657 5.44853280759
110 5.04734580388 4.96443119022 5.39979986557
111 5.00712607005 4.97741387215 5.37742187155
112 5.18876987791 4.95434895373 5.35563484835
113 5.27674855693 4.94428724827 5.38069381855
114 5.24577428384 4.91026276525 5.35301289666
115 5.22855328594 4.91729402851 5.35354877699
116 5.19396160234 4.97641199994 5.32027758782
117 5.15996373064 4.97317909063 5.28750124558
118 5.2023350023 4.99796996279 5.24781729608
119 5.17349974701 4.96170024245 5.2785151902
120 5.13665034929 4.9668867542 5.32632649119
121 5.12565407455 4.95479664658 5.3388807961
122 5.11705134237 5.00283778308 5.39171019454
123 5.11064427427 4.9739505989 5.40328517941
124 5.20374255169 5.03442476291 5.39207593862
125 5.17723834127 5.11588871155 5.39247723154
126 5.1454398411 5.10999336203 5.35662805953
127 5.12380646361 5.10299229248 5.31665903719
128 5.12643829403 5.11802957171 5.28773320156
129 5.10344384038 5.08313701209 5.25652385177
130 5.06889716247 5.09086319165 5.23217534643
131 5.08942148132 5.12284791589 5.20739333453
132 5.06205291887 5.10669323845 5.16969191142
133 5.05132774302 5.13455675494 5.23783337664
134 5.03345852626 5.11019215318 5.23851335022
135 5.20079467221 5.1184439828 5.2780999423
136 5.21561939559 5.1108554165 5.33853804645
137 5.20901590346 5.15610138238 5.30590427536
138 5.18464895928 5.15974447949 5.2709006883
139 5.15284423673 5.16702532962 5.23897664606
140 5.1226097879 5.23285343622 5.22720271401
141 5.09280349226 5.22148123481 5.20555492568
142 5.06994670435 5.20949721838 5.19792975668
143 5.16409045873 5.18187236207 5.18731159505
144 5.14104534304 5.18491308053 5.15386407719
145 5.14630471787 5.15686736391 5.13471350023
146 5.16030937762 5.1378552469 5.14369611372
147 5.15473825514 5.11481450778 5.16626160868
148 5.12266863018 5.08068679516 5.15386940932
149 5.1049443375 5.05394992436 5.12368197565
150 5.12863134351 5.04932576899 5.15473352058
151 5.18762782926 5.01779823225 5.13851851086
152 5.1545393597 5.00111170665 5.1162502528
153 5.1378559015 5.01612548031 5.14845923264
154 5.11467250075 5.05587766731 5.13466074837
155 5.09277343914 5.08989952654 5.14670115644
156 5.14131316939 5.06553656307 5.1413163078
157 5.13366902186 5.05782048676 5.17802882493
158 5.21660212402 5.03139755359 5.16184362985
159 5.26996458666 5.03065569018 5.13273664186
160 5.31984071047 5.09309241969 5.10814073527
161 5.30395999003 5.08267412883 5.10910326954
162 5.31642169811 5.07508625894 5.08829752483
163 5.31759581964 5.05877751093 5.08204140771
164 5.31287143813 5.03578224474 5.08631346064
165 5.357440059 5.05105081058 5.06302560012
166 5.33274227346 5.02318324705 5.08425431859
167 5.33225730593 4.99403122943 5.05990942015
168 5.37585726064 4.98318675955 5.08104742262
169 5.35533215313 5.14183843037 5.0811961351
170 5.37514693571 5.12410690378 5.05736105569
171 5.35464543793 5.10452508244 5.05151341032
172 5.33748511408 5.07932011968 5.09094269742
173 5.33810958471 5.05875669154 5.06614764474
174 5.3198888135 5.05481659434 5.04402565133
175 5.31546272152 5.04222524974 5.03079451162
176 5.33762434565 5.01611140039 5.0231877507
177 5.38282243768 5.05091383528 5.0522034895
178 5.35749416324 5.02719591548 5.04509987811
179 5.33463829465 5.0139354253 5.01703220202
180 5.36324784087 5.01786512004 5.00359052678
181 5.4441749083 5.02366506943 4.99575595281
182 5.45566905133 5.01894438625 4.99212070973
183 5.43254153317 4.99618701626 5.00951016307
184 5.42150439813 4.98632405227 4.99051296176
185 5.48333298319 5.01346141786 4.97791037079
186 5.4727122199 5.02250313902 4.98597551526
187 5.51173858142 5.04279790811 5.00609209802
188 5.48598952258 5.05737864279 4.9908707457
189 5.46587458504 5.06572733152 5.05825388912
190 5.44223308698 5.08304052408 5.04086013603
191 5.42372863443 5.07485048446 5.043356035
192 5.39835593819 5.06766027336 5.02082980765
193 5.40480237593 5.0437406065 5.00088047793
194 5.41089474274 5.02880772981 5.05456781084
195 5.39152466186 5.00517378779 5.03098353056
196 5.37068673485 5.00116163572 5.01729563729
197 5.36088482441 4.98231305144 5.00784231398
198 5.39223297379 4.95936646338 4.9941512469
199 5.40651653203 5.03856835371 4.99702083348
200 5.43684293107 5.07812602481 5.0201834188
201 5.41931405418 5.05560171527 5.04599674303
202 5.40432085453 5.05367398735 5.03941748045
203 5.38307490303 5.02901336237 5.02024904764
204 5.42088606523 5.03306256522 5.02907761792
205 5.46569608597 5.02290935069 5.0244489903
206 5.4462192437 5.00557313585 5.00133699827
207 5.44110378467 4.98419061399 4.98583780001
208 5.42686493938 4.97886797082 4.96684464587
209 5.44817355318 4.95869154048 4.96066866228
210 5.42337538845 4.94078661668 4.98300314261
211 5.4368892388 4.93951645821 4.96991052644
212 5.41384207796 4.93572229799 4.98181688346
213 5.38941448827 4.95428300691 4.96764918739
214 5.36602949977 4.95163637699 4.98095794724
215 5.341262053 4.95149945136 4.96017481278
216 5.31701108445 4.95311217228 5.00211055574
217 5.29728942944 4.93777077251 4.98311550529
218 5.27316856155 4.98598948811 4.96382375706
219 5.25975174288 4.96351773418 4.95936911142
220 5.27595368278 4.96493508202 4.94590479859
221 5.30159279988 4.94878726994 4.93011751286
222 5.28358194857 4.98097482454 4.90802025043
223 5.29760870239 4.96415120436 4.97357274324
224 5.27551926778 4.94792291045 4.99277507724
225 5.28310837728 4.95400884246 5.00624003566
226 5.3452127904 4.93426101599 5.00643020271
227 5.38505706532 4.94110562211 5.07446842057
228 5.37392348645 4.92823273468 5.05490540231
229 5.35575934375 4.91077065729 5.06611165039
230 5.38317336373 4.95274078174 5.06928899545
231 5.37128806572 4.94607510108 5.08496673865
232 5.35754200461 4.94406204524 5.06946697683
233 5.3498117987 4.98648433427 5.08085000441
234 5.32729730807 5.01046457562 5.07641523436
235 5.30603765989 5.03531344532 5.07160630035
236 5.28762459477 5.01540128957 5.07862609225
237 5.27320274728 5.01263214225 5.06950158746
238 5.29397306169 4.99493659296 5.06307870355
239 5.32866977522 4.99589474305 5.04364492758
240 5.3390117319 4.9830575483 5.04095287594
241 5.32917973551 4.97488497711 5.04244207417
242 5.32176850747 5.001977572 5.03176081763
243 5.34933656048 5.00981503081 5.0242292767
244 5.41611680368 5.01847583716 5.01788882227
245 5.39947165721 5.02039341674 5.00405565928
246 5.4407516433 5.00644852524 4.9990907569
247 5.42632744399 4.99112216577 4.98406793701
248 5.41102787419 4.98164475022 4.9837560966
249 5.39430883134 4.97061693996 5.00238538194
250 5.41668311995 4.97593669302 5.02372364481
251 5.39775174522 4.96844859507 5.0566136954
252 5.46186606135 5.04193993412 5.04004550185
253 5.45966377691 5.03092338081 5.09749207726
254 5.44531976882 5.02746855442 5.11873566212
255 5.4298821364 5.03438033067 5.11810728123
256 5.44025893412 5.03836027332 5.12022413118
257 5.43404169857 5.026697253 5.13867216334
258 5.5590568361 5.0209068342 5.13526515476
259 5.5378949406 5.01754447553 5.13404714399
260 5.52852835571 4.99967308215 5.11838503494
261 5.5770217622 4.99105065921 5.11730407814
262 5.56071411915 5.03960884752 5.14780331519
263 5.59130559555 5.02715713483 5.24874920035
264 5.60561352233 5.02837326919 5.24673921181
265 5.6130493518 5.02054973118 5.24674364582
266 5.60053781529 5.00594337809 5.24004547818
267 5.59319289719 4.99195819524 5.22042359298
268 5.59474146667 4.98236457641 5.21374890762
269 5.59466761303 4.97689917568 5.19810274275
270 5.57882698132 4.95869608891 5.18281505754
271 5.61086320656 4.96403673804 5.17477895073
272 5.60191068212 4.95162826846 5.15971580476
273 5.60100367305 4.95011300963 5.1764773594
274 5.59045093054 4.96303980023 5.17063905658
275 5.61176808876 4.98202627634 5.17076953036
276 5.599032549 4.9676649584 5.16695062283
277 5.63611577787 4.95049615746 5.14868003187
278 5.64266676402 4.93461458822 5.14278513014
279 5.64624075361 4.94809159535 5.14171676432
280 5.65160416181 4.95575255469 5.16600239894
281 5.64424441264 4.94712296175 5.16432981743
282 5.6354936529 4.9304479711 5.14746295759
283 5.62224678917 4.92034979963 5.14832349316
284 5.63803435771 4.933003376 5.16547959669
285 5.63108779985 4.92048098964 5.14778902306
286 5.62137343251 4.90869069051 5.1303441431
287 5.60476698889 4.93645187897 5.11879985106
288 5.59298228976 4.92265748269 5.13645118479
289 5.58001332383 4.9213607977 5.14901032736
290 5.57402084668 4.92815317638 5.1742496994
291 5.55929785739 4.96886692233 5.15670712854
292 5.54592511545 4.96475771189 5.13909328906
293 5.54263759272 4.95147223597 5.1335316132
294 5.52427108168 4.94122678565 5.13003472727
295 5.50557364718 4.92713870977 5.11573024203
296 5.50438491418 4.91282899042 5.10750731501
297 5.50676693313 4.91226673781 5.1361210813
298 5.49438287206 4.90013835523 5.11900022597
299 5.49303836745 4.8947960601 5.10299039042
300 5.48280880183 4.8903654094 5.08789668755
301 5.46613110457 4.89433842987 5.07537288067
302 5.45095939522 4.90439232503 5.06447021638
303 5.44283043041 4.92047293009 5.06268935141
304 5.42646957894 4.93119031883 5.06759605086
305 5.41697881891 4.92786678263 5.07281261591
306 5.40458941311 4.94116315529 5.06573516983
307 5.39081426285 4.93361478854 5.09081867671
308 5.37650707589 4.93149889724 5.10211326274
309 5.37110542985 4.91825642529 5.09572219909
310 5.36945231235 4.91495441269 5.08098235317
311 5.35885554726 4.91507967677 5.07966964518
312 5.35420342082 4.89938641186 5.1306577902
313 5.3959174106 4.89658488735 5.14644201299
314 5.42993849376 4.88218805384 5.16706212016
315 5.41544752209 4.86728625961 5.15181032154
316 5.40251366345 4.88008048146 5.15713800533
317 5.38683701925 4.8769861029 5.1501263287
318 5.3790892803 4.88642490358 5.16939966216
319 5.36655362209 4.87873221078 5.16106994872
320 5.35519047146 4.8732281556 5.17820391347
321 5.3434531591 4.89115416053 5.16949391871
322 5.33955844415 4.90458892602 5.16654230801
323 5.33495084739 4.92247584192 5.19117084182
324 5.3383725155 4.9147904179 5.18884329814
325 5.34600720982 4.90456042217 5.18600608983
326 5.35853919497 4.92464370141 5.20938775447
327 5.34343952446 4.91512941624 5.19773350207
328 5.35214008427 4.90480880987 5.1892499536
329 5.35067282898 4.89584669529 5.17691294819
330 5.34628137166 4.92776659754 5.18319511067
331 5.3540975074 4.91554725516 5.1945866158
332 5.35869014894 4.913158241 5.19093973276
333 5.36405696614 4.90847756581 5.18218238917
334 5.36626807556 4.89691224638 5.18909342231
335 5.36369037048 4.88555280425 5.22861556299
336 5.34875176644 4.8744481907 5.21313509947
337 5.33509684967 4.86155256987 5.21078760495
338 5.32554700397 4.86271384022 5.21046503811
339 5.3103647314 4.86906000272 5.24591422563
340 5.35395383138 4.85962115412 5.24978097809
341 5.34258275817 4.84678498302 5.2443360477
342 5.34137258324 4.85605739946 5.25905808009
343 5.36858634879 4.85582782632 5.25058323711
344 5.35487338434 4.855061428 5.24727809637
345 5.39336089624 4.84700012112 5.2485304409
346 5.38048150871 4.84506211301 5.23680852431
347 5.39207218144 4.85206179728 5.22983518103
348 5.40962032884 4.85228258413 5.21529342311
349 5.39626792904 4.84202654864 5.24472571279
350 5.45302840598 4.84999221354 5.23391721648
351 5.453712918 4.8408174466 5.2308315891
352 5.45567025047 4.83759476659 5.23394653294
353 5.44406736603 4.82947242751 5.23674632341
354 5.43077228131 4.81598351241 5.22268192545
355 5.41644442027 4.82210005005 5.20884646447
356 5.4115851827 4.81233896821 5.20280000619
357 5.40357648989 4.80820582294 5.19368114635
358 5.39001364602 4.80866363632 5.18369661527
359 5.37998947633 4.81585647426 5.18910983972
360 5.37369649154 4.81207091688 5.17645673469
361 5.35985128224 4.79974304266 5.17468280016
362 5.35798220397 4.79838062032 5.16907677512
363 5.37940627869 4.78657101375 5.15974382137
364 5.37146914787 4.77759009758 5.16850195742
365 5.35698142056 4.7983829778 5.16137474109
366 5.3448440624 4.78971691048 5.15371180417
367 5.33960501257 4.82782968989 5.1472955461
368 5.33342945141 4.82449156135 5.15495231435
369 5.32389693768 4.82890181876 5.19773821436
370 5.32187371044 4.85707683917 5.18450761612
371 5.30962244705 4.84893551128 5.17418206425
372 5.31039940635 4.84535849833 5.18900160821
373 5.30872347781 4.88657560859 5.20882946052
374 5.29855183335 4.87756159312 5.19750965735
375 5.29380100181 4.91277865632 5.21550300656
376 5.32111228546 4.90404539073 5.21759951695
377 5.31094397179 4.89218541042 5.2163112834
378 5.30267588618 4.87935032053 5.20406700644
379 5.29946200201 4.87025716722 5.19164625577
380 5.32649491359 4.86957094574 5.20783553049
381 5.35966469619 4.85825897765 5.21800853938
382 5.34709328358 4.84971563112 5.21156473409
383 5.34408140983 4.83749179561 5.2131731074
384 5.33323308752 4.83803032377 5.20171616987
385 5.32383826168 4.84371365965 5.26250172339
386 5.32411401473 4.84237097119 5.2575196487
387 5.31381156698 4.83632379953 5.24617641778
388 5.30325528703 4.83529085502 5.28363303051
389 5.29110798244 4.82774487243 5.2714680649
390 5.2830391279 4.8382234761 5.26009048823
391 5.27673438629 4.83293370263 5.25889692966
392 5.2671688239 4.83832605231 5.26260352342
393 5.26423733341 4.83984849113 5.25250360903
394 5.25731730931 4.8414528115 5.25223238301
395 5.24411621026 4.8317595082 5.25520011852
396 5.23640754823 4.86064055071 5.25238679508
397 5.23484652087 4.86826325168 5.24717729342
398 5.23466511008 4.86035804116 5.26849190368
399 5.23672096906 4.85538137273 5.25551465254
400 5.22932439115 4.87653730336 5.24987331663
401 5.21759540242 4.87994674862 5.23802998337
402 5.20537697015 4.87274683603 5.23834962565
403 5.19259369469 4.86497474405 5.23490367759
404 5.18242422595 4.87102928685 5.22503559221
405 5.19650806841 4.86243429858 5.22092582734
406 5.20711546767 4.85366681714 5.23390045631
407 5.20566279409 4.85684546787 5.23123366283
408 5.20448302724 4.86643031121 5.22864435525
409 5.19638129554 4.87597872159 5.21619664189
410 5.2028701584 4.88038927498 5.21534366563
411 5.19304497407 4.87078697929 5.21381632963
412 5.20983771133 4.87714011214 5.21132257758
413 5.19755938764 4.87259019876 5.20709212513
414 5.21928969878 4.86812948706 5.22272468343
415 5.26302277449 4.867946911 5.22111081421
416 5.27460761485 4.8690821352 5.21272960966
417 5.26806934626 4.86815769191 5.20283218902
418 5.26881926495 4.86667765473 5.19731538656
419 5.2982157168 4.86639092947 5.18876721134
420 5.29195157901 4.87321733748 5.18033953871
421 5.28240104155 4.87809410743 5.18597983492
422 5.27309552067 4.87689541499 5.18928345503
423 5.30421779251 4.86867119327 5.18046126818
424 5.30621256013 4.89574066878 5.16825552939
425 5.29765113185 4.88551513771 5.17603964424
426 5.33619129956 4.8925422928 5.16606425852
427 5.32450382199 4.88429287077 5.16606973974
428 5.31282294182 4.87935143096 5.15833166148
429 5.30633292828 4.88245447461 5.14991981563
430 5.31366589312 4.8910302413 5.14395403874
431 5.30888623923 4.89198023573 5.13962982359
432 5.29812425353 4.88638512028 5.15742014824
433 5.29556267619 4.88163289677 5.14786113796
434 5.29445234881 4.87989206742 5.14874756693
435 5.28653414079 4.87192716823 5.13951141595
436 5.27530822348 4.86276469128 5.13697286958
437 5.2672901835 4.89044683512 5.1760486647
438 5.2670290398 4.8911451383 5.17464555353
439 5.26282491276 4.90183254503 5.16599782143
440 5.25941020006 4.89518903683 5.15545406234
441 5.25209293928 4.89045543048 5.15454128335
442 5.25542021585 4.91165403179 5.14569586042
443 5.25894039997 4.9243989502 5.14188954079
444 5.25227583352 4.92311686999 5.14999774856
445 5.24796772735 4.91324078831 5.15629407065
446 5.25098945996 4.90245724597 5.14896160743
447 5.25961262387 4.89321719049 5.14300060932
448 5.26296753743 4.91340838416 5.13171706305
449 5.26492816689 4.90853115755 5.13123506797
450 5.25829888101 4.9266259822 5.14541417893
451 5.24800666177 4.92592532716 5.13739017723
452 5.23990150947 4.92247988566 5.14536066341
453 5.23577854615 4.93166866938 5.1414649612
454 5.2269609289 4.93145340194 5.13371443371
455 5.2155328649 4.92584341209 5.13551187279
456 5.22001848358 4.91796216215 5.12718826868
457 5.21447870182 4.90999016907 5.1336020441
458 5.21436772681 4.90518241521 5.12478960305
459 5.21015409483 4.89533712616 5.11542864375
460 5.20582224424 4.89469019295 5.11024036375
461 5.19711473997 4.89009717853 5.14518083255
462 5.19629948294 4.89653557171 5.15121442013
463 5.19397261798 4.88703371051 5.14140155191
464 5.19061184232 4.8800013015 5.13053864725
465 5.18743957639 4.87335267072 5.11969062349
466 5.1820573488 4.87117682924 5.1127010321
467 5.17202408742 4.87387344844 5.12840283439
468 5.16181520231 4.8661991743 5.12329131533
469 5.16103072153 4.86739367209 5.12335237677
470 5.1699483689 4.86428011557 5.11584404441
471 5.18686448443 4.87030443281 5.11147096465
472 5.19564556672 4.87097665331 5.10430989385
473 5.19348420167 4.86562534137 5.10067659416
474 5.18990730189 4.85702894696 5.1076892324
475 5.18888379773 4.85765919527 5.11905510274
476 5.17850228622 4.85759411185 5.1115037893
477 5.17467805433 4.86512529967 5.10771477472
478 5.16392011895 4.868178729 5.10093027127
479 5.18601999665 4.8741363358 5.12392224222
480 5.20115852139 4.86433057985 5.12215087943
481 5.21047637617 4.86018611587 5.115196401
482 5.20666270864 4.86936392864 5.10705691947
483 5.2055963168 4.86513173046 5.10359708845
484 5.20097136849 4.85865053553 5.10694959308
485 5.20449256002 4.85786544892 5.11871734288
486 5.1962796352 4.87211945687 5.10949064753
487 5.18935590423 4.87188957362 5.10367675635
488 5.18631339802 4.87470799011 5.11746545786
489 5.2080900359 4.86508677403 5.12021432973
490 5.20304549546 4.87448245651 5.11354621547
491 5.2038242367 4.87256776297 5.11247773879
492 5.21276676423 4.86550612591 5.10809752439
493 5.21186880563 4.8586740571 5.10651377443
494 5.20214474142 4.85134030617 5.10113621614
495 5.19306609546 4.86584194862 5.0931983213
496 5.21009962023 4.8735102004 5.08965411594
497 5.22156128906 4.87487819945 5.10285255846
498 5.21157950852 4.87125560542 5.09286236638
499 5.21375725159 4.88216266531 5.09223370896
500 5.21033426159 4.88432801158 5.08252554472
501 5.2122234582 4.8811632294 5.0869801872
502 5.22597005555 4.8790378554 5.08718758789
503 5.217331116 4.87157570243 5.09390529989
504 5.21367228944 4.86791591513 5.1034227719
505 5.21990901239 4.86560928337 5.09789234829
506 5.21351656058 4.86983634644 5.09232159441
507 5.21130119155 4.87298633095 5.08926898376
508 5.22003670054 4.87167397559 5.1069974054
509 5.22445444881 4.86230409702 5.09826581753
510 5.2268121746 4.86379131979 5.0912923076
511 5.23432675827 4.85825298856 5.09002119262
512 5.2336949154 4.87263134291 5.0970730129
513 5.24043789225 4.86861104885 5.08719054497
514 5.23388527614 4.87832840289 5.09107140261
515 5.22581223915 4.87723119252 5.08516224573
516 5.21785309792 4.86890300593 5.07988665412
517 5.20973920486 4.86011704959 5.08468554251
518 5.20045471731 4.85361060139 5.09722432416
519 5.20663869549 4.85437129944 5.09450914034
520 5.25403457084 4.85384141368 5.08601933382
521 5.25819931039 4.85006388355 5.07849201072
522 5.25447278227 4.85172123147 5.07889176335
523 5.2513649547 4.84794680551 5.09110112638
524 5.24796989832 4.86334392371 5.08387834747
525 5.26639250097 4.85916423615 5.07423285244
526 5.25751974517 4.87248821851 5.0725750572
527 5.27007303518 4.86452622481 5.06807070313
528 5.26734013484 4.86978622673 5.07122131161
529 5.25913472559 4.89040437022 5.06781712237
530 5.27475966243 4.88441738761 5.063491876
531 5.26756813982 4.88580252621 5.07143471646
532 5.27713096709 4.88452819308 5.06837831906
533 5.27446363314 4.88269836529 5.06009918153
534 5.28351676226 4.87737439961 5.05267556983
535 5.2868876042 4.89019911677 5.04493939431
536 5.27879828365 4.89951375886 5.03719570738
537 5.27466582549 4.90585982818 5.03398818734
538 5.27644593077 4.90237016496 5.02932063795
539 5.27351281339 4.90002455674 5.02585548829
540 5.27096055782 4.89782575444 5.01861101104
541 5.2672939486 4.89971766179 5.02748486654
542 5.26345397402 4.89073943053 5.02205767058
543 5.25389068188 4.88904328255 5.01395976187
544 5.24763720144 4.88437432971 5.01457814419
545 5.25126683424 4.89773268712 5.01817909343
546 5.24586722958 4.903659159 5.02458169511
547 5.24979650732 4.89892840806 5.02908757564
548 5.24351192278 4.89164031034 5.02733604666
549 5.23815445714 4.88330860013 5.02927358869
550 5.2459913434 4.89348106883 5.02953910231
551 5.25370449982 4.90087654429 5.02092167769
552 5.2488900958 4.89219266714 5.03532960331
553 5.23953401802 4.91108896621 5.03457000682
554 5.24428906482 4.91970115783 5.03653822912
555 5.2359153961 4.93160229168 5.04640160114
556 5.22885874954 4.92571565703 5.05480431204
557 5.24748925603 4.94451467535 5.05404530242
558 5.23831894465 4.94997423282 5.04841158948
559 5.22922237154 4.94307680596 5.04478912888
560 5.22071809803 4.94554714384 5.03662282901
561 5.21524483888 4.94335615075 5.02876244844
562 5.20887490939 4.93611920945 5.02930314488
563 5.20277332765 4.9343779012 5.02918966537
564 5.21291226 4.92829889337 5.02653658849
565 5.20571373181 4.94736463084 5.01773712923
566 5.20070817849 4.95471998325 5.01568769889
567 5.21690742522 4.96416998918 5.02301295964
568 5.20824789704 4.96163190539 5.01843070947
569 5.20610704756 4.98073650544 5.01888563175
570 5.20971019346 4.97868430095 5.02516144222
571 5.2042678259 4.97292168202 5.0164645131
572 5.20027140662 4.97275076444 5.02023286098
573 5.19697897268 4.9786435594 5.01563778946
574 5.1884251219 4.98041075716 5.01120444936
575 5.18136154727 4.99946505825 5.01215504324
576 5.17713316133 4.99165897903 5.01560153213
577 5.17805909382 4.98672183343 5.00955366825
578 5.17539280066 4.98073257168 5.0116176649
579 5.16897755319 4.99841568842 5.00480730396
580 5.16396576541 4.99204192175 5.00053557333
581 5.16277581442 4.99211075718 5.03317844738
582 5.15530907564 4.99540148009 5.02871629499
583 5.18126795444 4.99067026195 5.02718981301
584 5.1725166742 4.98735671485 5.02231592808
585 5.17667165669 4.98077478508 5.01455160828
586 5.17287005497 4.97838401926 5.01440721406
587 5.1671406402 4.98349659299 5.02074390819
588 5.15938099421 4.98183581371 5.02171967216
589 5.16787536715 4.97742251084 5.0196933575
590 5.16189135554 4.96963943633 5.01120373462
591 5.15615526247 4.96227490882 5.01712014225
592 5.14911742441 4.97230434675 5.02193795132
593 5.14612510032 4.96890867433 5.02031061363
594 5.13897194568 4.96424265126 5.02340771591
595 5.13413091546 4.97531814197 5.01928191534
596 5.12692847387 4.98100911299 5.02358684295
597 5.15002262403 4.9764385409 5.01547310067
598 5.14461834762 4.97398501922 5.0079963088
599 5.1393582888 4.96800315436 5.0321268341
600 5.13108998789 4.97001323328 5.03350197056
601 5.13024125676 4.96794854984 5.04840474722
602 5.12864329135 4.9609942212 5.04523383694
603 5.12670094707 4.95280608512 5.04545633743
604 5.12609121032 4.94545344987 5.04834745697
605 5.11836753756 4.95278525931 5.04100497645
606 5.11214983791 4.96796321791 5.03948023693
607 5.10889763803 4.96325345533 5.05169545976
608 5.1064210006 4.97783071107 5.04777803894
